id,number_of_jobs,last_job_type,last_job_industry,experience_in_dbs,experience_outside_dbs,experience_in_fin,experience_in_insurance,target_achievement,overall_rating
1563,0,,,9,0,9,0,MEDIUM,???
2513,2,finance,finance,4,4,5,2,MEDIUM,???
2452,0,,,6,0,6,0,MEDIUM,???
3269,2,other,tech,5,2,6,1,MEDIUM,???
3146,0,,,5,0,5,0,MEDIUM,???
2385,5,hr,finance,5,7,8,4,LOW,???
3643,0,,,3,0,3,0,MEDIUM,???
706,0,,,3,0,3,0,MEDIUM,???
3841,3,finance,insurance,6,4,7,3,HIGH,???
2665,0,,,7,0,7,0,MEDIUM,???
3602,0,,,3,0,3,0,MEDIUM,???
2903,0,,,9,0,9,0,MEDIUM,???
3477,0,,,6,0,6,0,MEDIUM,???
2142,0,,,9,0,9,0,MEDIUM,???
2046,3,tech,telecom,3,7,6,4,MEDIUM,???
3666,0,,,6,0,6,0,MEDIUM,???
1600,1,other,insurance,10,2,10,2,MEDIUM,???
2226,5,sales,telecom,8,7,12,3,HIGH,???
2151,2,finance,finance,5,4,6,3,MEDIUM,???
1086,0,,,6,0,6,0,MEDIUM,???
1593,2,finance,telecom,4,7,6,4,LOW,???
2441,3,other,tech,3,3,4,2,HIGH,???
3954,0,,,3,0,3,0,MEDIUM,???
3965,0,,,4,0,4,0,MEDIUM,???
2198,3,hr,other,8,6,10,4,HIGH,???
1252,0,,,10,0,10,0,MEDIUM,???
1984,4,sales,finance,7,0,7,0,MEDIUM,???
174,0,,,4,0,4,0,MEDIUM,???
528,0,,,10,0,10,0,MEDIUM,???
1465,4,finance,tech,6,7,9,4,HIGH,???
2269,0,,,9,0,9,0,MEDIUM,???
2435,0,,,5,0,5,0,MEDIUM,???
625,0,,,4,0,4,0,MEDIUM,???
3845,2,hr,other,10,0,10,0,MEDIUM,???
2077,0,,,6,0,6,0,MEDIUM,???
623,2,finance,insurance,5,5,8,2,MEDIUM,???
3952,4,hr,insurance,9,7,12,4,HIGH,???
3357,5,hr,finance,9,7,12,4,MEDIUM,???
1289,2,hr,finance,5,3,6,2,MEDIUM,???
1850,5,hr,telecom,7,7,10,4,HIGH,???
548,1,finance,insurance,3,1,3,0,MEDIUM,???
2524,1,tech,other,5,2,6,0,MEDIUM,???
146,1,other,finance,8,2,9,1,MEDIUM,???
3408,0,,,5,0,5,0,MEDIUM,???
2790,5,hr,telecom,3,7,7,3,MEDIUM,???
3120,3,finance,tech,5,7,7,4,MEDIUM,???
3227,0,,,9,0,9,0,MEDIUM,???
1246,0,,,5,0,5,0,MEDIUM,???
1233,0,,,8,0,8,0,MEDIUM,???
1044,0,,,5,0,5,0,MEDIUM,???
1362,2,other,finance,10,5,12,3,MEDIUM,???
1791,3,finance,tech,3,3,5,1,HIGH,???
3166,2,hr,tech,9,7,12,4,MEDIUM,???
164,0,,,4,0,4,0,MEDIUM,???
2257,5,tech,finance,6,7,8,5,MEDIUM,???
3506,0,,,10,0,10,0,MEDIUM,???
1506,3,other,telecom,5,6,8,3,HIGH,???
1759,0,,,5,0,5,0,MEDIUM,???
3698,2,sales,finance,7,7,10,4,MEDIUM,???
941,1,finance,insurance,6,0,6,0,MEDIUM,???
637,0,,,10,0,10,0,MEDIUM,???
1975,3,hr,tech,7,7,10,0,HIGH,???
3424,5,sales,finance,8,7,11,4,MEDIUM,???
3688,2,sales,other,4,5,6,3,MEDIUM,???
1658,2,other,insurance,10,0,10,0,MEDIUM,???
2818,0,,,4,0,4,0,MEDIUM,???
2557,0,,,3,0,3,0,MEDIUM,???
3607,1,other,telecom,5,4,6,2,MEDIUM,???
3452,5,finance,telecom,10,7,12,4,HIGH,???
886,2,tech,finance,5,5,7,3,MEDIUM,???
3768,1,tech,tech,7,1,7,1,MEDIUM,???
99,0,,,6,0,6,0,MEDIUM,???
529,4,hr,tech,9,3,10,1,HIGH,???
1831,1,other,tech,8,0,8,0,MEDIUM,???
853,0,,,7,0,7,0,MEDIUM,???
3185,0,,,5,0,5,0,MEDIUM,???
1074,1,finance,other,10,7,13,4,MEDIUM,???
409,0,,,5,0,5,0,MEDIUM,???
2061,5,finance,other,9,5,10,4,HIGH,???
1793,0,,,8,0,8,0,MEDIUM,???
3932,1,finance,insurance,8,1,8,1,MEDIUM,???
3057,2,other,finance,4,7,7,4,LOW,???
992,0,,,9,0,9,0,MEDIUM,???
1627,0,,,3,0,3,0,MEDIUM,???
3084,0,,,8,0,8,0,MEDIUM,???
1313,0,,,7,0,7,0,MEDIUM,???
1757,0,,,8,0,8,0,MEDIUM,???
2197,1,other,telecom,10,6,13,3,MEDIUM,???
3201,2,hr,other,5,2,5,2,MEDIUM,???
3518,0,,,9,0,9,0,MEDIUM,???
2288,0,,,10,0,10,0,MEDIUM,???
374,0,,,9,0,9,0,MEDIUM,???
1768,0,,,5,0,5,0,MEDIUM,???
2454,0,,,6,0,6,0,MEDIUM,???
2549,0,,,9,0,9,0,MEDIUM,???
1304,2,sales,finance,10,6,13,3,MEDIUM,???
2088,5,sales,telecom,4,7,8,3,MEDIUM,???
2635,0,,,3,0,3,0,MEDIUM,???
3060,0,,,8,0,8,0,MEDIUM,???
2260,3,sales,other,4,6,7,3,MEDIUM,???
3646,5,other,telecom,7,7,9,5,HIGH,???
214,0,,,6,0,6,0,MEDIUM,???
2168,0,,,6,0,6,0,MEDIUM,???
2603,1,finance,finance,5,3,6,2,MEDIUM,???
183,2,hr,insurance,10,3,11,2,MEDIUM,???
3614,1,tech,tech,9,0,9,0,MEDIUM,???
820,0,,,3,0,3,0,MEDIUM,???
40,0,,,9,0,9,0,MEDIUM,???
2827,0,,,6,0,6,0,MEDIUM,???
2808,1,other,other,7,7,9,5,MEDIUM,???
3039,0,,,9,0,9,0,MEDIUM,???
3676,2,sales,tech,5,5,7,3,MEDIUM,???
3481,0,,,9,0,9,0,MEDIUM,???
3385,0,,,6,0,6,0,MEDIUM,???
3782,0,,,8,0,8,0,MEDIUM,???
452,1,hr,other,10,3,11,1,MEDIUM,???
1508,0,,,9,0,9,0,MEDIUM,???
537,0,,,8,0,8,0,MEDIUM,???
2570,0,,,5,0,5,0,MEDIUM,???
1284,1,finance,telecom,3,1,3,1,MEDIUM,???
684,0,,,5,0,5,0,MEDIUM,???
1634,2,hr,other,5,1,5,1,MEDIUM,???
1211,1,finance,telecom,10,1,10,1,MEDIUM,???
1775,3,hr,insurance,9,7,12,4,HIGH,???
78,3,sales,insurance,5,7,9,3,MEDIUM,???
3462,0,,,3,0,3,0,MEDIUM,???
3532,1,sales,telecom,7,3,8,2,MEDIUM,???
565,0,,,9,0,9,0,MEDIUM,???
2784,0,,,3,0,3,0,MEDIUM,???
846,0,,,4,0,4,0,MEDIUM,???
878,1,other,finance,3,1,3,1,LOW,???
2217,3,other,telecom,6,2,6,0,HIGH,???
3103,4,tech,other,6,6,8,4,HIGH,???
1719,0,,,10,0,10,0,MEDIUM,???
1154,0,,,5,0,5,0,MEDIUM,???
177,2,other,other,9,2,9,1,MEDIUM,???
719,5,hr,other,5,7,8,4,MEDIUM,???
3689,3,other,telecom,7,7,11,3,HIGH,???
1670,0,,,9,0,9,0,MEDIUM,???
406,3,finance,tech,8,7,11,4,HIGH,???
2989,2,hr,finance,4,7,7,4,LOW,???
3221,4,other,finance,7,4,8,3,MEDIUM,???
3857,4,finance,other,7,7,10,4,HIGH,???
3480,1,sales,other,9,1,9,1,MEDIUM,???
2754,0,,,9,0,9,0,MEDIUM,???
2207,0,,,9,0,9,0,MEDIUM,???
2212,0,,,7,0,7,0,MEDIUM,???
2942,2,sales,finance,7,6,9,2,MEDIUM,???
3591,2,hr,insurance,5,4,7,0,MEDIUM,???
2080,0,,,6,0,6,0,MEDIUM,???
3988,5,hr,insurance,5,7,8,4,MEDIUM,???
2130,3,finance,telecom,4,0,4,0,HIGH,???
418,3,sales,tech,9,7,12,4,HIGH,???
2254,0,,,7,0,7,0,MEDIUM,???
1651,5,tech,insurance,10,2,11,1,HIGH,???
104,3,finance,tech,7,2,8,1,HIGH,???
3397,5,finance,tech,9,7,11,4,HIGH,???
1424,0,,,4,0,4,0,MEDIUM,???
3896,5,hr,finance,3,7,6,3,LOW,???
1543,0,,,3,0,3,0,MEDIUM,???
843,0,,,5,0,5,0,MEDIUM,???
1216,1,hr,tech,10,2,10,2,MEDIUM,???
2759,3,other,insurance,7,7,10,4,HIGH,???
1882,0,,,6,0,6,0,MEDIUM,???
968,1,finance,insurance,6,5,8,3,MEDIUM,???
94,0,,,3,0,3,0,MEDIUM,???
3158,4,tech,finance,10,2,10,0,MEDIUM,???
11,2,other,finance,3,5,5,1,LOW,???
2698,2,other,insurance,5,1,5,0,MEDIUM,???
2035,2,hr,tech,4,7,7,4,LOW,???
2846,4,tech,insurance,5,7,8,4,MEDIUM,???
929,0,,,5,0,5,0,MEDIUM,???
3356,0,,,10,0,10,0,MEDIUM,???
220,0,,,5,0,5,0,MEDIUM,???
3083,1,other,finance,6,3,7,2,MEDIUM,???
1200,3,tech,finance,6,3,7,2,MEDIUM,???
3489,3,tech,finance,7,7,10,4,MEDIUM,???
1887,0,,,9,0,9,0,MEDIUM,???
1059,0,,,3,0,3,0,MEDIUM,???
763,0,,,8,0,8,0,MEDIUM,???
3622,0,,,5,0,5,0,MEDIUM,???
1437,3,tech,insurance,9,7,12,3,HIGH,???
2488,0,,,7,0,7,0,MEDIUM,???
3381,0,,,3,0,3,0,MEDIUM,???
1347,2,hr,telecom,3,0,3,0,MEDIUM,???
989,0,,,4,0,4,0,MEDIUM,???
2413,5,other,telecom,10,7,12,5,HIGH,???
1836,0,,,8,0,8,0,MEDIUM,???
1587,5,finance,tech,8,7,10,5,HIGH,???
2745,1,tech,finance,9,6,11,4,MEDIUM,???
2770,0,,,5,0,5,0,MEDIUM,???
2083,3,sales,other,7,2,8,1,HIGH,???
1067,0,,,10,0,10,0,MEDIUM,???
2449,0,,,4,0,4,0,MEDIUM,???
995,0,,,4,0,4,0,MEDIUM,???
1949,1,sales,other,8,3,9,2,MEDIUM,???
2577,3,hr,telecom,10,3,11,2,HIGH,???
2405,0,,,6,0,6,0,MEDIUM,???
1773,0,,,6,0,6,0,MEDIUM,???
2526,0,,,8,0,8,0,MEDIUM,???
805,1,hr,other,5,0,5,0,MEDIUM,???
3590,0,,,6,0,6,0,MEDIUM,???
3599,0,,,4,0,4,0,MEDIUM,???
489,3,sales,finance,5,3,6,2,MEDIUM,???
493,0,,,8,0,8,0,MEDIUM,???
3613,1,finance,tech,4,2,5,1,MEDIUM,???
2194,4,finance,other,8,7,11,4,HIGH,???
84,0,,,10,0,10,0,MEDIUM,???
404,0,,,4,0,4,0,MEDIUM,???
2673,1,sales,insurance,5,1,5,0,MEDIUM,???
3371,1,other,insurance,5,0,5,0,MEDIUM,???
2600,0,,,6,0,6,0,MEDIUM,???
2725,1,other,tech,9,4,10,3,MEDIUM,???
1682,1,tech,tech,4,6,7,3,LOW,???
732,0,,,8,0,8,0,MEDIUM,???
332,0,,,8,0,8,0,MEDIUM,???
3742,1,tech,other,4,2,5,1,MEDIUM,???
3214,0,,,8,0,8,0,MEDIUM,???
1931,0,,,7,0,7,0,MEDIUM,???
2971,2,sales,tech,9,3,10,0,MEDIUM,???
1076,0,,,9,0,9,0,MEDIUM,???
152,2,sales,finance,3,7,5,5,LOW,???
1201,2,finance,tech,10,1,10,1,MEDIUM,???
97,2,sales,finance,8,3,9,2,MEDIUM,???
457,0,,,9,0,9,0,MEDIUM,???
3780,0,,,6,0,6,0,MEDIUM,???
3343,0,,,3,0,3,0,MEDIUM,???
3862,5,hr,telecom,4,6,6,4,MEDIUM,???
3777,5,finance,finance,3,7,6,4,LOW,???
2994,0,,,9,0,9,0,MEDIUM,???
134,0,,,5,0,5,0,MEDIUM,???
504,4,other,finance,10,7,12,2,MEDIUM,???
1823,4,other,insurance,5,2,5,1,HIGH,???
3504,3,hr,tech,4,5,6,2,HIGH,???
2519,2,sales,telecom,3,0,3,0,MEDIUM,???
1894,2,hr,finance,3,6,6,3,LOW,???
1349,5,sales,insurance,10,7,12,5,HIGH,???
3769,0,,,8,0,8,0,MEDIUM,???
756,5,sales,tech,9,5,10,4,HIGH,???
3587,2,sales,insurance,5,5,7,3,MEDIUM,???
1577,0,,,3,0,3,0,MEDIUM,???
3968,0,,,8,0,8,0,MEDIUM,???
2119,0,,,9,0,9,0,MEDIUM,???
1139,5,tech,tech,4,4,5,3,HIGH,???
2912,1,other,other,5,4,6,2,MEDIUM,???
3250,4,other,insurance,7,7,10,4,HIGH,???
283,4,sales,insurance,5,7,7,5,MEDIUM,???
895,1,sales,other,5,2,6,1,MEDIUM,???
3126,0,,,3,0,3,0,MEDIUM,???
1819,0,,,4,0,4,0,MEDIUM,???
3330,0,,,10,0,10,0,MEDIUM,???
829,2,hr,insurance,8,0,8,0,MEDIUM,???
2655,0,,,10,0,10,0,MEDIUM,???
3033,3,sales,tech,7,7,11,3,HIGH,???
3391,1,hr,insurance,6,2,6,0,MEDIUM,???
2303,0,,,9,0,9,0,MEDIUM,???
365,1,hr,other,9,4,10,3,MEDIUM,???
2289,4,other,other,9,7,12,4,HIGH,???
1185,4,other,tech,8,7,11,4,HIGH,???
3774,0,,,6,0,6,0,MEDIUM,???
3254,2,other,finance,10,6,13,3,MEDIUM,???
1419,0,,,5,0,5,0,MEDIUM,???
3880,0,,,4,0,4,0,MEDIUM,???
3019,0,,,7,0,7,0,MEDIUM,???
641,4,tech,insurance,5,5,7,3,HIGH,???
2025,0,,,6,0,6,0,MEDIUM,???
13,0,,,3,0,3,0,MEDIUM,???
2556,5,hr,tech,9,7,12,4,HIGH,???
1554,0,,,8,0,8,0,MEDIUM,???
1716,0,,,4,0,4,0,MEDIUM,???
3218,1,hr,telecom,7,0,7,0,MEDIUM,???
2313,0,,,8,0,8,0,MEDIUM,???
584,4,sales,other,5,7,9,3,MEDIUM,???
3192,0,,,8,0,8,0,MEDIUM,???
1692,0,,,4,0,4,0,MEDIUM,???
1286,2,hr,telecom,3,7,6,2,LOW,???
769,2,other,insurance,3,5,5,3,LOW,???
894,2,tech,tech,6,1,6,0,MEDIUM,???
1449,4,tech,other,6,7,8,5,HIGH,???
2459,0,,,3,0,3,0,MEDIUM,???
2216,0,,,6,0,6,0,MEDIUM,???
2753,2,other,other,6,2,7,1,MEDIUM,???
3908,4,sales,tech,4,2,5,0,HIGH,???
2980,0,,,5,0,5,0,MEDIUM,???
2851,2,finance,finance,7,5,9,1,MEDIUM,???
2664,0,,,9,0,9,0,MEDIUM,???
3064,3,sales,other,4,7,7,4,MEDIUM,???
3058,0,,,9,0,9,0,MEDIUM,???
2761,0,,,5,0,5,0,MEDIUM,???
560,0,,,3,0,3,0,MEDIUM,???
2498,5,other,other,9,7,11,5,HIGH,???
1037,2,hr,insurance,3,3,4,0,MEDIUM,???
1287,1,hr,insurance,3,1,3,0,MEDIUM,???
2587,0,,,7,0,7,0,MEDIUM,???
828,2,tech,other,10,6,12,4,MEDIUM,???
2656,0,,,4,0,4,0,MEDIUM,???
551,3,other,finance,8,7,11,4,MEDIUM,???
430,1,tech,tech,7,3,8,2,MEDIUM,???
2451,0,,,4,0,4,0,MEDIUM,???
2000,0,,,10,0,10,0,MEDIUM,???
419,5,finance,other,3,4,4,3,HIGH,???
2200,0,,,5,0,5,0,MEDIUM,???
1548,3,finance,other,5,4,7,2,HIGH,???
603,0,,,5,0,5,0,MEDIUM,???
3543,1,tech,telecom,4,2,5,1,MEDIUM,???
254,0,,,6,0,6,0,MEDIUM,???
128,4,hr,tech,3,4,4,3,HIGH,???
184,0,,,4,0,4,0,MEDIUM,???
3944,0,,,5,0,5,0,MEDIUM,???
3939,0,,,9,0,9,0,MEDIUM,???
1601,0,,,7,0,7,0,MEDIUM,???
3487,0,,,4,0,4,0,MEDIUM,???
1539,0,,,5,0,5,0,MEDIUM,???
764,0,,,6,0,6,0,MEDIUM,???
2457,0,,,8,0,8,0,MEDIUM,???
176,5,finance,tech,10,7,13,4,HIGH,???
1720,5,other,finance,4,2,4,0,MEDIUM,???
2018,0,,,9,0,9,0,MEDIUM,???
1843,0,,,4,0,4,0,MEDIUM,???
1667,2,sales,insurance,9,3,10,2,MEDIUM,???
3673,4,hr,tech,5,7,7,5,MEDIUM,???
1223,0,,,7,0,7,0,MEDIUM,???
978,1,tech,tech,7,0,7,0,MEDIUM,???
178,0,,,5,0,5,0,MEDIUM,???
474,0,,,5,0,5,0,MEDIUM,???
2183,0,,,4,0,4,0,MEDIUM,???
1567,2,tech,tech,9,6,11,4,MEDIUM,???
2993,1,finance,finance,3,3,4,1,MEDIUM,???
1981,0,,,4,0,4,0,MEDIUM,???
3560,0,,,10,0,10,0,MEDIUM,???
2215,2,other,telecom,9,2,9,1,MEDIUM,???
446,3,sales,other,6,7,9,4,HIGH,???
1019,0,,,8,0,8,0,MEDIUM,???
2273,3,hr,finance,8,2,8,2,MEDIUM,???
2782,4,other,telecom,6,7,8,0,HIGH,???
3367,0,,,8,0,8,0,MEDIUM,???
2920,2,sales,other,6,7,8,5,MEDIUM,???
218,5,sales,telecom,6,7,9,3,HIGH,???
2792,0,,,8,0,8,0,MEDIUM,???
41,2,finance,insurance,5,2,5,2,MEDIUM,???
2987,4,sales,tech,6,5,8,2,HIGH,???
1615,2,other,finance,4,0,4,0,LOW,???
1417,0,,,8,0,8,0,MEDIUM,???
1869,0,,,6,0,6,0,MEDIUM,???
3663,0,,,8,0,8,0,MEDIUM,???
3665,5,tech,insurance,3,7,6,4,MEDIUM,???
2086,0,,,6,0,6,0,MEDIUM,???
1025,1,other,insurance,4,2,4,0,MEDIUM,???
2039,0,,,10,0,10,0,MEDIUM,???
3142,5,sales,insurance,3,7,7,3,MEDIUM,???
2597,0,,,4,0,4,0,MEDIUM,???
3268,2,sales,tech,3,7,6,4,LOW,???
2230,1,hr,insurance,9,1,9,0,MEDIUM,???
1547,2,hr,tech,5,6,7,4,MEDIUM,???
219,0,,,6,0,6,0,MEDIUM,???
2071,5,tech,insurance,5,7,8,4,MEDIUM,???
3362,1,sales,finance,10,7,13,3,MEDIUM,???
1646,0,,,3,0,3,0,MEDIUM,???
1954,1,sales,finance,6,5,8,3,MEDIUM,???
2978,5,hr,other,6,7,9,1,HIGH,???
3974,4,finance,finance,9,7,12,4,MEDIUM,???
3256,0,,,3,0,3,0,MEDIUM,???
464,0,,,3,0,3,0,MEDIUM,???
3917,0,,,7,0,7,0,MEDIUM,???
1189,0,,,6,0,6,0,MEDIUM,???
1402,0,,,9,0,9,0,MEDIUM,???
3339,0,,,5,0,5,0,MEDIUM,???
2099,0,,,6,0,6,0,MEDIUM,???
1215,3,hr,other,8,7,10,5,HIGH,???
2157,4,finance,finance,4,5,7,2,MEDIUM,???
3164,2,hr,other,10,7,13,4,MEDIUM,???
3722,0,,,4,0,4,0,MEDIUM,???
451,0,,,5,0,5,0,MEDIUM,???
1321,0,,,4,0,4,0,MEDIUM,???
636,0,,,4,0,4,0,MEDIUM,???
2670,1,tech,finance,3,3,4,2,MEDIUM,???
3063,2,other,tech,9,7,13,3,MEDIUM,???
3752,5,finance,insurance,5,7,8,4,MEDIUM,???
8,0,,,3,0,3,0,MEDIUM,???
3829,0,,,9,0,9,0,MEDIUM,???
773,0,,,8,0,8,0,MEDIUM,???
429,5,sales,tech,9,7,12,3,HIGH,???
937,0,,,8,0,8,0,MEDIUM,???
330,1,hr,insurance,4,3,5,1,MEDIUM,???
3959,2,sales,tech,8,5,11,2,MEDIUM,???
1641,4,hr,other,5,7,8,1,MEDIUM,???
3179,0,,,3,0,3,0,MEDIUM,???
3301,0,,,5,0,5,0,MEDIUM,???
226,3,other,tech,10,2,10,0,HIGH,???
1685,0,,,7,0,7,0,MEDIUM,???
3941,0,,,4,0,4,0,MEDIUM,???
714,1,hr,telecom,3,2,4,1,MEDIUM,???
2626,3,other,insurance,10,0,10,0,HIGH,???
338,2,tech,telecom,7,0,7,0,MEDIUM,???
588,5,tech,tech,7,7,11,3,HIGH,???
484,0,,,6,0,6,0,MEDIUM,???
1991,0,,,4,0,4,0,MEDIUM,???
897,1,other,other,3,5,5,3,LOW,???
2938,0,,,6,0,6,0,MEDIUM,???
3806,0,,,7,0,7,0,MEDIUM,???
3691,0,,,9,0,9,0,MEDIUM,???
1237,3,other,other,5,1,5,0,HIGH,???
2816,0,,,5,0,5,0,MEDIUM,???
376,0,,,7,0,7,0,MEDIUM,???
1953,5,tech,tech,9,7,12,4,HIGH,???
3145,0,,,4,0,4,0,MEDIUM,???
3976,1,other,finance,6,0,6,0,MEDIUM,???
1071,4,sales,tech,5,7,8,4,MEDIUM,???
1903,0,,,9,0,9,0,MEDIUM,???
811,0,,,10,0,10,0,MEDIUM,???
1002,0,,,3,0,3,0,MEDIUM,???
463,0,,,4,0,4,0,MEDIUM,???
366,0,,,8,0,8,0,MEDIUM,???
1616,0,,,7,0,7,0,MEDIUM,???
2719,3,other,finance,9,3,10,1,MEDIUM,???
470,1,hr,insurance,6,2,6,1,MEDIUM,???
2898,0,,,4,0,4,0,MEDIUM,???
3198,0,,,3,0,3,0,MEDIUM,???
2252,3,sales,telecom,6,7,8,5,HIGH,???
2532,0,,,7,0,7,0,MEDIUM,???
2267,2,finance,telecom,4,1,4,1,MEDIUM,???
2373,5,hr,telecom,8,7,11,4,HIGH,???
1159,2,tech,other,3,0,3,0,MEDIUM,???
1952,0,,,7,0,7,0,MEDIUM,???
3117,3,sales,tech,9,7,12,4,HIGH,???
3402,0,,,4,0,4,0,MEDIUM,???
3967,5,tech,insurance,3,7,4,5,MEDIUM,???
3714,1,other,telecom,4,1,4,0,MEDIUM,???
2450,2,tech,other,10,2,10,1,MEDIUM,???
3828,4,sales,other,8,7,11,4,HIGH,???
3904,0,,,6,0,6,0,MEDIUM,???
2653,0,,,10,0,10,0,MEDIUM,???
2512,1,sales,insurance,6,4,7,2,MEDIUM,???
1118,0,,,8,0,8,0,MEDIUM,???
76,0,,,4,0,4,0,MEDIUM,???
3512,2,hr,insurance,3,3,4,2,MEDIUM,???
1121,0,,,5,0,5,0,MEDIUM,???
412,5,other,tech,3,7,5,5,MEDIUM,???
3749,2,sales,insurance,7,5,9,3,MEDIUM,???
1317,3,sales,tech,5,6,9,2,HIGH,???
690,3,hr,telecom,7,1,7,1,HIGH,???
3144,3,tech,telecom,6,6,8,4,HIGH,???
1146,0,,,5,0,5,0,MEDIUM,???
1804,0,,,3,0,3,0,MEDIUM,???
1784,1,hr,tech,10,5,12,3,MEDIUM,???
3919,2,finance,tech,10,7,14,3,MEDIUM,???
1373,0,,,9,0,9,0,MEDIUM,???
1619,4,other,telecom,4,7,6,5,MEDIUM,???
2410,0,,,6,0,6,0,MEDIUM,???
3472,1,sales,tech,8,3,9,1,MEDIUM,???
154,3,finance,tech,4,7,7,4,MEDIUM,???
694,0,,,5,0,5,0,MEDIUM,???
1377,0,,,6,0,6,0,MEDIUM,???
1103,0,,,10,0,10,0,MEDIUM,???
3334,4,sales,insurance,10,7,12,5,HIGH,???
1303,5,hr,finance,7,7,10,4,MEDIUM,???
922,4,sales,insurance,5,7,8,4,MEDIUM,???
1226,4,tech,finance,9,7,12,4,MEDIUM,???
3320,3,finance,other,6,2,7,1,HIGH,???
3852,0,,,4,0,4,0,MEDIUM,???
722,4,sales,finance,3,7,4,6,LOW,???
229,3,finance,telecom,7,6,10,3,HIGH,???
589,0,,,5,0,5,0,MEDIUM,???
2387,1,tech,finance,7,0,7,0,MEDIUM,???
1902,1,tech,other,6,7,10,2,MEDIUM,???
1696,1,finance,telecom,3,0,3,0,MEDIUM,???
3517,3,hr,insurance,4,7,6,5,MEDIUM,???
928,0,,,7,0,7,0,MEDIUM,???
447,0,,,10,0,10,0,MEDIUM,???
3115,0,,,4,0,4,0,MEDIUM,???
990,0,,,5,0,5,0,MEDIUM,???
3554,0,,,7,0,7,0,MEDIUM,???
1596,5,sales,finance,7,2,7,1,MEDIUM,???
3710,0,,,4,0,4,0,MEDIUM,???
1124,0,,,10,0,10,0,MEDIUM,???
824,0,,,6,0,6,0,MEDIUM,???
3527,0,,,10,0,10,0,MEDIUM,???
3647,0,,,3,0,3,0,MEDIUM,???
1491,0,,,7,0,7,0,MEDIUM,???
2075,5,other,other,9,7,12,4,HIGH,???
3589,4,other,other,5,7,9,3,MEDIUM,???
498,5,sales,other,4,7,7,4,MEDIUM,???
475,0,,,9,0,9,0,MEDIUM,???
746,0,,,4,0,4,0,MEDIUM,???
56,2,hr,tech,8,7,11,4,MEDIUM,???
2940,1,sales,insurance,7,7,10,4,MEDIUM,???
2809,0,,,4,0,4,0,MEDIUM,???
2114,0,,,4,0,4,0,MEDIUM,???
797,0,,,5,0,5,0,MEDIUM,???
1029,5,finance,finance,8,7,11,3,MEDIUM,???
1318,0,,,5,0,5,0,MEDIUM,???
1151,5,sales,tech,8,3,9,2,HIGH,???
1070,0,,,5,0,5,0,MEDIUM,???
1960,0,,,9,0,9,0,MEDIUM,???
2822,1,tech,insurance,10,0,10,0,MEDIUM,???
1295,0,,,7,0,7,0,MEDIUM,???
2204,0,,,9,0,9,0,MEDIUM,???
1129,0,,,5,0,5,0,MEDIUM,???
997,5,tech,insurance,10,2,10,2,HIGH,???
3077,0,,,5,0,5,0,MEDIUM,???
1607,0,,,3,0,3,0,MEDIUM,???
1366,0,,,4,0,4,0,MEDIUM,???
199,0,,,8,0,8,0,MEDIUM,???
16,3,other,tech,5,3,6,2,HIGH,???
3100,0,,,8,0,8,0,MEDIUM,???
3466,1,sales,other,6,0,6,0,MEDIUM,???
2694,2,tech,insurance,6,5,9,2,MEDIUM,???
2951,0,,,9,0,9,0,MEDIUM,???
2749,0,,,3,0,3,0,MEDIUM,???
35,0,,,8,0,8,0,MEDIUM,???
2166,0,,,8,0,8,0,MEDIUM,???
3604,4,other,finance,4,7,7,4,LOW,???
252,4,sales,tech,8,7,11,4,HIGH,???
1046,0,,,7,0,7,0,MEDIUM,???
1277,3,finance,telecom,6,7,9,4,HIGH,???
1099,4,other,insurance,9,7,11,5,HIGH,???
3157,3,finance,other,7,7,10,4,HIGH,???
3601,0,,,5,0,5,0,MEDIUM,???
741,5,finance,tech,6,7,9,4,HIGH,???
986,0,,,6,0,6,0,MEDIUM,???
2030,0,,,6,0,6,0,MEDIUM,???
596,0,,,5,0,5,0,MEDIUM,???
3252,3,sales,other,5,7,9,3,MEDIUM,???
311,0,,,10,0,10,0,MEDIUM,???
258,0,,,8,0,8,0,MEDIUM,???
1976,0,,,7,0,7,0,MEDIUM,???
3258,2,sales,telecom,6,1,6,0,MEDIUM,???
3859,0,,,3,0,3,0,MEDIUM,???
18,0,,,3,0,3,0,MEDIUM,???
3461,0,,,8,0,8,0,MEDIUM,???
1803,1,tech,telecom,3,7,6,2,LOW,???
799,0,,,6,0,6,0,MEDIUM,???
1290,3,hr,other,3,0,3,0,HIGH,???
1156,2,finance,insurance,6,7,9,4,MEDIUM,???
58,0,,,7,0,7,0,MEDIUM,???
1745,5,sales,telecom,9,7,13,3,HIGH,???
570,1,hr,telecom,7,3,8,0,MEDIUM,???
2329,0,,,7,0,7,0,MEDIUM,???
3415,0,,,10,0,10,0,MEDIUM,???
1275,4,hr,other,9,5,11,3,HIGH,???
2456,2,hr,telecom,9,7,11,5,MEDIUM,???
0,0,,,10,0,10,0,MEDIUM,???
3629,5,finance,telecom,8,7,12,3,HIGH,???
581,0,,,3,0,3,0,MEDIUM,???
1170,0,,,6,0,6,0,MEDIUM,???
1322,0,,,6,0,6,0,MEDIUM,???
1717,3,finance,other,5,4,7,2,HIGH,???
1255,1,hr,tech,4,0,4,0,MEDIUM,???
2793,0,,,5,0,5,0,MEDIUM,???
1017,0,,,10,0,10,0,MEDIUM,???
